Brume Wallet;https://f-droid.org/en/packages/eth.brume.wallet/index.html;Meet the only Ethereum wallet with maximum privacy and security;https://f-droid.org/repo/eth.brume.wallet_520.apk;This version requires Android 9.0 or newer.;https://github.com/brumewallet/wallet;https://github.com/brumewallet/wallet/issues;0.6.520;have full network access <-> eth.brume.wallet.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
k4android;https://f-droid.org/en/packages/de.k4ever.k4android/index.html;k4android is an android client for the electronic private cash system k4everavailable at httpsgitlabtubittuberlindefreitagsrundek4ever;https://f-droid.org/repo/de.k4ever.k4android_10.apk;This version requires Android 4.0 or newer.;https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2;https://gitlab.tubit.tu-berlin.de/freitagsrunde/k4ever-android-2/issues;1.3;have full network access <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Boilr;https://f-droid.org/en/packages/mobi.boilr.boilr/index.html;Monitor Bitcoin cryptocurrencies cryptoassets futures and options andtrigger alarms according to user settings 90 exchanges and countingSupports 2 alarm types Price Hit  Triggered when price crosses the alarms upper or lower limit Price Change  Triggered when price changes more than X amount in currency or percentagein a specified time frame eg 15 min It uses a rolling time frame price isfetched with a given update interval eg 30 s and compared with the pricefetched one time frame ago eg 15 min agoSound and vibration are configurable globally and individually for each alarmLists of exchanges pairs and alarms are fully searchable allowing quick setupand configuration The alarm list behaves as your ticker where you can reorderyour alarms and directly change their limits Triggered alarms ring displayingtheir status until you turn them off Just like an alarm clock Alarms can alsobe set to snooze automatically on price retrace Market data is retrieveddirectly from the exchanges via WiFi or Mobile Data if allowedBoilr supports all available on libdynticker as all their pairsFor a version history check the GitHubreleases page;https://f-droid.org/repo/mobi.boilr.boilr_9.apk;This version requires Android 4.0.3 or newer.;https://github.com/drpout/boilr;https://github.com/drpout/boilr/issues;0.7.0;view network connections <-> disable your screen lock <-> have full network access <-> read the contents of your shared storage <-> run at startup <-> android.permission.SET_ALARM <-> control vibration <-> prevent phone from sleeping <-> 
Silectric;https://f-droid.org/en/packages/net.alaindonesia.silectric/index.html;Calculate electric bill based on electric consumption in home;https://f-droid.org/repo/net.alaindonesia.silectric_1220161217.apk;This version requires Android 4.0.3 or newer.;https://github.com/hoihei/Silectric;https://github.com/hoihei/Silectric/issues;1.2.01;
Voucher Calc;https://f-droid.org/en/packages/de.cryptobitch.muelli.vouchercalc/index.html;If you receive vouchers from say sodexo which have a fixed value and youneed to pay a certain amount you may wonder how many vouchers you have to spendand how much tip you may be giving with an additional voucherFeatures Enter price you need to pay Select the maximum number of vouchers you carry It shows how much you still have to pay Or how much extra youd give with an additional voucher;https://f-droid.org/repo/de.cryptobitch.muelli.vouchercalc_3.apk;This version requires Android 4.0.3 or newer.;https://gitlab.com/muelli/vouchercalc;https://gitlab.com/muelli/vouchercalc/issues;0.3;
MoneyBalance;https://f-droid.org/en/packages/ivl.android.moneybalance/index.html;Whenever someone pays something for the group or part of it the expense isentered into this appAt the end of the vacation it will tell you who paid too little or too much sothe accounts can be easily balancedFeatures Managing multiple calculations in parallel Uneven split of expenses Multiple currencies per calculation CSV export for importing calculations into a spreadsheet application English german french and spanish localization;https://f-droid.org/repo/ivl.android.moneybalance_6.apk;This version requires Android 2.2 or newer.;https://github.com/inguin/moneybalance;https://github.com/inguin/moneybalance/issues;1.4;read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
BitShares Wallet;https://f-droid.org/en/packages/de.bitsharesmunich.wallet/index.html;NOTE This app is no longer maintained its repo was archivedCryptocurrency volatility is now a thing of the past BitShares Smartcoins aretokens that are marketpegged to individual fiat currencies like the DollarEuro Yuan and assets like Businesses Gold and Oil Thousands of investorssavers traders and employers now use Smartcoins to buy and sell goods andservices globallyNo bank account No problem The unbanked and underbanked can now buy sell anduse Smartcoins locally with anyone or utilize one of the many Exchanges whowill convert your fiat into Smartcoins and back again if needed CCEDKcomPoloniex Bittrex BTC38 and Yunbi just to name a fewBitShares itself is not a company its a Decentralized Autonomous CommunityDAC of friendly FinTech people of all ages wanting freemarket solutions tosecure life liberty and property for all BitShares software uses the DelegatedProof Of Stake DPOS consensus protocol which cannot be blocked taken down orcentralized by asic or quantum computing hardwareSend any amount anywhere for just a few cents and in only 3 seconds Works with all Smartcoin enabled Point Of Sale POS systems at merchants worldwide Absolute Security BitShares blockchain based EndtoEnd Encryption BrainKey multisignature account permissions autoencrypted Backups autoclose autotimeout and PIN verifications No Bluetooth NFC merchant wireless service or special hardware is required Use QR Codes to Send locally uses your phones camera to scan their QR Code Use QR Codes to Receive locally displays your QR Code so your friend can scan it Receive eReceipts automatically via merchant QR codes 10000 transactions per second TPS which is more than Visa and Mastercard combined Send and Receive Smartcoins bitUSD bitEUR bitCNY bitBTC bitSILVER etc Send and Receive User Issued Assets UIAs  OPENPOS OBITS OPENBTC COFFEE etc Supports a large Memo field with sending payments for personal notes or notes to the recipient Share the BitShares Wallet app with friends and get rewards Choose friendly account names No more long cryptic addresses or numbers Totally OpenSource Software OSS and verifiable on Github Contacts can be organized by BitShares account address or nickname label Notes and Avatars are supported too Quickly and Easily share your payment address via email chat wireless social media and telephone Monitor all Balances and Transactions in realtime UIUX never needs a refresh Now in 22 languagesYou can find more information here;https://f-droid.org/repo/de.bitsharesmunich.wallet_100038.apk;This version requires Android 4.0 or newer.;https://github.com/kenCode-de/bitshares-wallet;https://github.com/kenCode-de/bitshares-wallet/issues;100038;take pictures and videos <-> android.permission.FLASHLIGHT <-> have full network access <-> change your audio settings <-> read the contents of your shared storage <-> read phone status and identity <-> record audio <-> modify or delete the contents of your shared storage <-> 
CKPool Watcher;https://f-droid.org/en/packages/net.bitconomy.ckpoolwatcher/index.html;Allows users of the kanois Bitcoin minning server to check the status of theirminers It uses the kanois API and JSONPLEASE NOTE this app is in early alpha and still has bugsFeatures Grabs JSON from kanois Shows pool and miner hashes5m and hasheshour;https://f-droid.org/repo/net.bitconomy.ckpoolwatcher_1.apk;This version requires Android 4.0.3 or newer.;https://bitbucket.org/Aliceww/ckpoolwatcher/src;None;0.1.0;view network connections <-> have full network access <-> 
Loaned;https://f-droid.org/en/packages/com.mattallen.loaned/index.html;A friendly and simple way of remembering where all your things are When youloan your things out to people youre helping them but its not always easyremembering who has what and for how long;https://f-droid.org/repo/com.mattallen.loaned_3.apk;This version requires Android 4.0 or newer.;https://github.com/matt-allen/loaned-android;https://github.com/matt-allen/loaned-android/issues;1.0.2;read your contacts <-> 
Repay;https://f-droid.org/en/packages/com.repay.android/index.html;Lending money to your friends can get messy You can lose track and havedisputes over it or forget altogether With Repay you can keep track ofeverything youve lent them and what theyve lent you too using a simple fastsystem to store an IOU in your device so you never forget Theres no need tomake any accounts or give any bank account information its just a simplerecord you keep to make sure youre never out of pocket;https://f-droid.org/repo/com.repay.android_25.apk;This version requires Android 4.0 or newer.;https://github.com/matt-allen/repay-android;https://github.com/matt-allen/repay-android/issues;1.6;read your contacts <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Page Plus Balance;https://f-droid.org/en/packages/org.moparisthebest.pageplus/index.html;Gets your balance directly from PagePlusCellularcom saving bandwidth by makingfewer requests than a browser could and not downloading any javascript css orimages that a browser wouldOptionally over mobile data will send your details to a service on my serverthat uses the same code to grab your balance from Page Plus as the android appand sending you back only the data you want as plain text saving you asubstantial amount of bandwidthNow supports getting your balance by automatically sending a text of BAL to7243 and parsing the responseStores your balance on your phone along with the last time you refreshed it;https://f-droid.org/repo/org.moparisthebest.pageplus_8.apk;This version requires Android 2.1 or newer.;https://github.com/moparisthebest/PagePlusBalance;https://github.com/moparisthebest/PagePlusBalance/issues;0.5.2;view network connections <-> have full network access <-> receive text messages (SMS) <-> send and view SMS messages <-> 
Bitcoinium Prime;https://f-droid.org/en/packages/com.veken0m.bitcoinium/index.html; Compact widget Monitor prices on various exchanges Notifications and alarms GraphsNewer versions of the app are available elsewhere but contain proprietarysoftware;https://f-droid.org/repo/com.veken0m.bitcoinium_48.apk;This version requires Android 2.2 or newer.;https://github.com/veken0m/bitcoinium;https://github.com/veken0m/bitcoinium/issues;1.8.3;view network connections <-> have full network access <-> android.permission.SET_ALARM <-> control vibration <-> set an alarm <-> 
Smart Receipts;https://f-droid.org/en/packages/wb.receiptspro/index.html;Turns your phone into a receipt scanner and expense report generator Just takepictures of your receipts and email yourself a PDF and CSV fileSmart Receipts tracks receipt data and allows you to generate both PDF and CSVreports that can be shared with your email accounts The PDF reports aretabulated to improve readability and look professional;https://f-droid.org/repo/wb.receiptspro_82.apk;This version requires Android 2.2 or newer.;https://github.com/wbaumann/SmartReceiptsLibrary;https://github.com/wbaumann/SmartReceiptsLibrary/issues;82;take pictures and videos <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Simple Loan Calculator;https://f-droid.org/en/packages/ee.smkv.calc.loan/index.html;Calculate annuity differentiated and fixed payments Calculationthe monthlypayment the amount of interest paid the total cost of credit amortizationschedule and a comparison of all these indices between different loans;https://f-droid.org/repo/ee.smkv.calc.loan_52.apk;This version requires Android 2.0 or newer.;https://github.com/smkv/android-simple-loan-calculator;https://github.com/smkv/android-simple-loan-calculator/issues;4.0.2;
Tryton;https://f-droid.org/en/packages/org.tryton.client/index.html;Client for the Tryton ERP system It lets you access and edit your enterpriseinformation accounting invoice production stocks and more from yourdeviceIt is a generic client like the gtk client and should be compatible with allTryton modules It also contains an SVG parser for AndroidUse demo as user and password with the default configuration to connect toTryton demo server;https://f-droid.org/repo/org.tryton.client_6.apk;This version requires Android 1.6 or newer.;None;None;0.6;have full network access <-> 
nanoConverter;https://f-droid.org/en/packages/com.nanoconverter.zlab/index.html;Learn exchange rates and convert currencies easily You will always know thecurrent exchange rates and be able to easily transfer between them In thesettings it is possible to choose which bank to get the rates from;https://f-droid.org/repo/com.nanoconverter.zlab_38.apk;This version requires Android 2.1 or newer.;https://github.com/ZorgeR/nanoConverter;https://github.com/ZorgeR/nanoConverter/issues;0.8.98;have full network access <-> 
